source_idea_id,base_idea_id,round_id,discipline,source_text,source_dataset
R1_IDEA_125,IDEA_125,1,Unknown,"Reinforcement learning from human feedback (RLHF) has become the de-facto paradigm for aligning large language models (LLMs), yet mainstream algorithms either incur the memory overhead of a value head (PPO) or remain vulnerable to sparse and miscalibrated rewards (GRPO, DPO). We propose Potential-Shaped Policy Optimization (PSPO), a lightweight, critic-free framework that converts coarse scalar feedback into dense, context-aware signals by learning a trainable potential function.",experiment1_standardized_source_ideas
R1_IDEA_126,IDEA_126,1,Unknown,"Multi-modal large language models (MLLMs) have shown remarkable abilities in various visual understanding tasks. However, MLLMs still struggle with fine-grained visual recognition (FGVR), which aims to identify subordinate-level categories from images. This can negatively impact more advanced capabilities of MLLMs, such as object-centric visual question answering and reasoning.",experiment1_standardized_source_ideas
R1_IDEA_127,IDEA_127,1,Unknown,"Low-Rank Adaptation (LoRA) has emerged as a popular technique for fine-tuning large language models (LLMs) to various domains due to its modular design and widespread availability on platforms like Huggingface. This modularity has sparked interest in combining multiple LoRAs to significantly enhance LLM capabilities. However, existing methods for LoRA composition primarily focus on task-specific adaptations that require additional training, and current model merging techniques often.",experiment1_standardized_source_ideas
R1_IDEA_128,IDEA_128,1,Unknown,"We introduce the Normalized Matching Transformer (NMT), a deep learning approach for efficient and accurate sparse keypoint matching between image pairs. NMT consists of a strong visual backbone, geometric feature refinement via SplineCNN, followed by a normalized transformer for computing matching features. Central to NMT is our hyperspherical normalization strategy: we enforce unitnorm embeddings at every transformer layer and train with a combined contrastive InfoNCE.",experiment1_standardized_source_ideas
R1_IDEA_129,IDEA_129,1,Unknown,"As large language models (LLMs) excel at code reasoning, a natural question arises: can an LLM execute programs (i.e., act as an interpreter) purely based on a programming language’s formal semantics? If so, it will enable rapid prototyping of new programming languages and language features. We study this question using the imperative language IMP (a subset of C), formalized via small-step operational semantics (SOS) and.",experiment1_standardized_source_ideas
R1_IDEA_130,IDEA_130,1,Unknown,"Decentralized learning provides a scalable alternative to parameter-server-based training, yet its performance is often hindered by limited peer-to-peer communication. In this paper, we study how communication should be scheduled over time, including determining when and how frequently devices synchronize. Counterintuitive empirical results show that concentrating communication budgets in the later stages of decentralized training remarkably improves global test performance.",experiment1_standardized_source_ideas
R1_IDEA_131,IDEA_131,1,Unknown,"Large Language Models have achieved strong performance on reasoning tasks, solving competition-level coding and math problems. However, their scalability is limited by human-labeled datasets and the lack of large-scale, challenging coding problem training data. Existing competitive coding datasets contain only thousands to tens of thousands of problems.",experiment1_standardized_source_ideas
R1_IDEA_132,IDEA_132,1,Unknown,"Modeling turbulence governed by partial differential equations (PDEs) remains a central challenge in science and engineering. While diffusion-based generative models have recently shown promise for flow generation, we provide empirical and theoretical evidence that they suffer from severe spectral bias and common-mode noise, limiting high-fidelity synthesis. We introduce FourierFlow, a frequency-aware generative framework that jointly mitigates these issues through three innovations: (i) a dual-branch backbone.",experiment1_standardized_source_ideas
R1_IDEA_133,IDEA_133,1,Unknown,"The pursuit of long-context modeling capabilities for Large Language Models (LLMs) has made RoPE scaling a prominent line of research aimed at overcoming the inherent limitations of positional encoding extrapolation.Existing studies show that the high-frequency components of RoPE are sensitive to small relative distances and capture local information, while the low-frequency components respond to large relative distances and capture long-range dependencies. This phenomenon has led.",experiment1_standardized_source_ideas
R1_IDEA_134,IDEA_134,1,Unknown,"Artificial Intelligence (AI)-generated content (deepfake content) is considered to be a major threat that can lead to fraud and the spread of incorrect information. The focus of generative AI research has largely been on advancements in content generation, with limited attention given to detection of AI generated content, particularly for AI generated audio content. Although foundation models offer powerful representations for detecting spoofed audio, they.",experiment1_standardized_source_ideas
R1_IDEA_135,IDEA_135,1,Unknown,"Online alignment (e.g., GRPO) is generally more performant than offline alignment (e.g., DPO)---but why? Drawing on prospect theory from behavioral economics, we propose a human-centric explanation. We prove that online on-policy sampling better approximates the human-perceived distribution of what the model can produce, and PPO/GRPO-style clipping---originally introduced to just stabilize training---recovers a perceptual bias in how humans perceive probability.",experiment1_standardized_source_ideas
R1_IDEA_136,IDEA_136,1,Unknown,"Evaluating preference optimization (PO) algorithms on LLM alignment is a challenging task that presents prohibitive costs, noise, and several variables like model size and hyper-parameters. In this work, we show that it is possible to gain insights on the efficacy of PO algorithm on simpler benchmarks. We design a diagnostic suite of MuJoCo tasks and datasets, which we use to systematically evaluate PO algorithms, establishing.",experiment1_standardized_source_ideas
R1_IDEA_137,IDEA_137,1,Unknown,"Low-rank adaptation (LoRA) is a fine-tuning method that freezes the parameters of a pre-trained model and injects small trainable matrices. LoRA-based methods focus on parameter-level efficiency, but do not directly control the activations in the low-rank space. We introduce SpikeLoRA, a spiking low-rank adaptation fine-tuning method that leverages the leaky integrate-and-fire (LIF) neuron to introduce learnable sparsity with minimal computational overhead.",experiment1_standardized_source_ideas
R1_IDEA_138,IDEA_138,1,Unknown,"Bayesian optimization (BO) is a probabilistic framework for global optimization of expensive black-box functions, typically guided by an acquisition function that balances exploration and exploitation. We propose a novel acquisition strategy---Non-Replacement Function Space Sampling (NRFS). Instead of explicitly balancing the exploration–exploitation trade-off as in traditional BO methods, NRFS implicitly achieves this balance by prioritizing sampling functions from the function space that have not been involved.",experiment1_standardized_source_ideas
R1_IDEA_139,IDEA_139,1,Unknown,"Edge-cloud collaborative inference empowers resource-limited IoT devices to support deep learning applications without disclosing their raw data to the cloud server, thus protecting user's data. Nevertheless, prior research has shown that collaborative inference still results in the exposure of input and predictions from edge devices. To defend against such data leakage in collaborative inference, we introduce InfoScissors, a defense strategy designed to reduce the mutual.",experiment1_standardized_source_ideas
R1_IDEA_140,IDEA_140,1,Unknown,"In fully decentralized machine learning (DL), Byzantine failures remain a fundamental challenge. Although Byzantine robust aggregation schemes have strengthened the resilience of DL against malicious updates, the decentralized nature of these systems, which requires clients to access each other’s model updates, makes them more vulnerable to inference attacks than traditional federated learning. This reveals a fundamental tension between robustness and privacy, highlighting the need for.",experiment1_standardized_source_ideas
R1_IDEA_141,IDEA_141,1,Unknown,"Accuracy is a commonly adopted performance metric in various classification tasks, which measures the proportion of correctly classified samples among all samples. It assumes equal importance for all classes, hence equal severity for misclassifications. However, in the task of emotional classification, due to the psychological similarities between emotions, misclassifying a certain emotion into one class may be more severe than another, e.g., misclassifying 'excitement' as.",experiment1_standardized_source_ideas
R1_IDEA_142,IDEA_142,1,Unknown,"Adaptive optimization algorithms, such as Adam Kingma & Ba (2015) and RM-SProp Tieleman & Hinton (2012), have become integral to training deep neu-ral networks, yet their stability properties and impact on generalization remain poorly understood Wilson et al. (2017). This paper extends linear stability anal-ysis to adaptive optimizers, providing a theoretical framework that explains their behavior in relation to loss surface geometry Wu et al.",experiment1_standardized_source_ideas
R1_IDEA_143,IDEA_143,1,Unknown,Discovering new solid-state materials necessitates the ability to rapidly explore the vast space of crystal structures and locate stable regions. Generating stable materials with desired properties and composition is a challenging task because of (a) the exponentially large number of possibilities when the elements from the periodic table are considered along with vast variations in their 3D arrangement and corresponding lattice parameters and (b) the.,experiment1_standardized_source_ideas
R1_IDEA_144,IDEA_144,1,Unknown,"Deep learning–based watermarking has shown strong robustness against non-geometric distortions, yet its performance under geometric transformations remains limited. Such transformations induce two fundamental failure modes: region removal, such as cropping or masking, which eliminates the information carried by removed pixels, and desynchronization, such as scaling or rotation, which misaligns pixel positions and disrupts decoding. We argue that achieving geometric robustness requires two essential properties: (1).",experiment1_standardized_source_ideas
R1_IDEA_145,IDEA_145,1,Unknown,"Intrinsic dynamics within the brain can accelerate learning by providing a prior scaffolding for dynamics aligned with task objectives. Such intrinsic dynamics would ideally self-organize and self-sustain in the face of biological noise including synaptic turnover and cell death. An example of such dynamics is the formation of sequences, a ubiquitous motif in neural activity.",experiment1_standardized_source_ideas
R1_IDEA_146,IDEA_146,1,Unknown,"Is In-Context Learning (ICL) implicitly equivalent to Gradient Descent (GD)? Several recent works draw analogies between the dynamics of GD and the emergent behavior of ICL in large language models. However, these works make assumptions far from the realistic natural language setting in which language models are trained.",experiment1_standardized_source_ideas
R1_IDEA_147,IDEA_147,1,Unknown,"Text-guided sound separation supports flexible audio editing across media and assistive applications, but existing models like AudioSep are too compute-heavy for edge deployment. Neural audio codec (NAC) models such as CodecFormer and SDCodec are compute-efficient but limited to fixed-class separation. We introduce CodecSep, the first NAC-based model for on-device universal, text-driven separation.",experiment1_standardized_source_ideas
R1_IDEA_148,IDEA_148,1,Unknown,"Large language models~(LLMs) present an intriguing avenue of exploration in the domain of formal theorem proving. Nonetheless, the full utilization of these models, particularly in terms of demonstration formatting and organization, remains an underexplored area. In an endeavor to enhance the efficacy of LLMs, we introduce a subgoal-based demonstration learning framework, consisting of two primary elements: Firstly, drawing upon the insights of subgoal learning from.",experiment1_standardized_source_ideas
R1_IDEA_149,IDEA_149,1,Unknown,"How to integrate and verify spatial intelligence in foundation models remains an open challenge. Current practice often proxies Visual-Spatial Intelligence (VSI) with purely textual prompts and VQA-style scoring, which obscures geometry, invites linguistic shortcuts, and weakens attribution to genuinely spatial skills. We introduce Spatial Intelligence Grid (SIG): a structured, grid-based schema that explicitly encodes object layouts, inter-object relations, and physically grounded priors.",experiment1_standardized_source_ideas
R1_IDEA_150,IDEA_150,1,Unknown,"Real-world graphs demonstrate region-specific heterophily: some regions are smooth and suitable for low-pass averaging, whereas others are sharp and necessitate high-pass contrast. However, spectral GNNs that utilize a global eigenbasis or high-order polynomial surrogates for filtering rely upon dense, non-orthogonal, non-local bases that blend signals from distant, semantically unrelated regions. This results in small clusters connected to large homogeneous hubs becoming indistinguishable and overshadowed by.",experiment1_standardized_source_ideas
R1_IDEA_151,IDEA_151,1,Unknown,"Large Language Models have been shown to contain extensive world knowledge in their parameters, enabling impressive performance on many knowledge intensive tasks. However, when deployed in novel settings, LLMs often encounter situations where they must integrate parametric knowledge with new or unfamiliar information. In this work, we explore whether LLMs can combine knowledge in-context with their parametric knowledge through the lens of counterfactual reasoning.",experiment1_standardized_source_ideas
R1_IDEA_152,IDEA_152,1,Unknown,"In this work, we present ALLaM: Arabic Large Language Model, a series of large language models to support the ecosystem of Arabic Language Technologies (ALT). ALLaM is carefully trained, considering the values of language alignment and transferability of knowledge at scale. The models are based on an autoregressive decoder-only architecture and are pretrained on a mixture of Arabic and English texts.",experiment1_standardized_source_ideas
R1_IDEA_153,IDEA_153,1,Unknown,"Many inverse problems are ill-posed and need to be complemented by prior information that restricts the class of admissible models. Bayesian approaches encode this information as prior distributions that impose generic properties on the model such as sparsity, non-negativity or smoothness. However, in case of complex structured models such as images, graphs or three-dimensional (3D) objects, generic prior distributions tend to favor models that differ.",experiment1_standardized_source_ideas
R1_IDEA_154,IDEA_154,1,Unknown,"We propose $$, a $}$libration-Free and $}$oise-Resilient 3D human motion $$ture framework that integrates multi-modal data from LiDAR and camera. While multi-modal sensors provide richer information than single-modal sensors, most existing approaches rely on pre-calibration for cross-sensor alignment, which propagates errors, especially when sensors have varying or dynamically changing perspectives. This reliance also requires fixed sensor placement with highly overlapping views, limiting flexibility and diminishing.",experiment1_standardized_source_ideas
R1_IDEA_155,IDEA_155,1,Unknown,"KV cache technology, by storing key-value pairs, helps reduce the computational overhead incurred by *large language models* (LLMs). It facilitates their deployment on resource-constrained edge computing nodes like edge servers. However, as the complexity and size of tasks increase, KV cache usage leads to substantial GPU memory consumption.",experiment1_standardized_source_ideas
R1_IDEA_156,IDEA_156,1,Unknown,"It has long been established that predictive models can be transformed into lossless compressors and vice versa. Incidentally, in recent years, the machine learning community has focused on training increasingly large and powerful self-supervised (language) models. Since these large language models exhibit impressive predictive capabilities, they are well-positioned to be strong compressors.",experiment1_standardized_source_ideas
R1_IDEA_157,IDEA_157,1,Unknown,"Federated Learning (FL) is a distributed machine learning technique where multiple devices (such as smartphones or IoT devices) train a shared global model by using their local data. FL claims that the data privacy of local participants is preserved well because local data will not be shared with either the server-side or other training participants. However, this paper discovers a pioneering finding that a model.",experiment1_standardized_source_ideas
R1_IDEA_158,IDEA_158,1,Unknown,"Recent progress in multimodal large language models (MLLMs) has fueled significant enthusiasm in their potential to act as autonomous agents for real-world tasks. However, scenarios requiring agents to fulfill users’ complex, structured requirements remain largely underexplored. In this work, we examine reasoning tasks under three distinct requirement scenarios, each defined by the feasible solution set delineated by must-have and nice-to-have requirements: (i) Must-have requirements uniquely.",experiment1_standardized_source_ideas
R1_IDEA_159,IDEA_159,1,Unknown,"Diffusion model has demonstrated remarkable capability in video generation, which further sparks interest in introducing trajectory control into the generation process. While existing works mainly focus on training-based methods (e.g., conditional adapter), we argue that diffusion model itself allows decent control over the generated content without requiring any training. In this study, we introduce a tuning-free framework to achieve trajectory-controllable video generation, by imposing guidance.",experiment1_standardized_source_ideas
R1_IDEA_160,IDEA_160,1,Unknown,"The design of novel proteins, distinct from those found in nature, holds immense potential for advancing drug discovery, biotechnology, and material science. However, current methodologies often face significant limitations in generating both novel protein structures. Biological evolution, a natural process that fosters novelty, heavily relies on recombination—yet this mechanism remains largely untapped in protein design.",experiment1_standardized_source_ideas
R1_IDEA_161,IDEA_161,1,Unknown,"Proteins adopt multiple structural conformations to perform their diverse biological functions, and understanding these conformations is crucial for advancing drug discovery. Traditional physics-based simulation methods often struggle with sampling equilibrium conformations and are computationally expensive. Recently, deep generative models have shown promise in generating protein conformations as a more efficient alternative.",experiment1_standardized_source_ideas
R1_IDEA_162,IDEA_162,1,Unknown,"Math reasoning has become the poster child of progress in large language models (LLMs), with new models rapidly surpassing human-level performance on benchmarks like MATH and AIME. But as math leaderboards improve week by week, it is worth asking: do these gains reflect broader problem-solving ability or just narrow overfitting? To answer this question, we evaluate over 20 open-weight reasoning-tuned models across a broad suite.",experiment1_standardized_source_ideas
R1_IDEA_163,IDEA_163,1,Unknown,"We design a new family of hybrid CNN-ViT neural networks, named FasterViT, with a focus on high image throughput for computer vision (CV) applications. FasterViT combines the benefits of fast local representation learning in CNNs and global modeling properties in ViT. Our newly introduced Hierarchical Attention (HAT) approach decomposes global self-attention with quadratic complexity into a multi-level attention with reduced computational costs.",experiment1_standardized_source_ideas
R1_IDEA_164,IDEA_164,1,Unknown,"Text-to-Image (T2I) generation has long been an open problem, with compositional synthesis remaining particularly challenging. This task requires accurate rendering of complex scenes containing multiple objects that exhibit diverse attributes as well as intricate spatial and semantic relationships, demanding both precise object placement and coherent inter-object interactions. In this paper, we propose a compositional curriculum learning framework for T2I generation (CompGen) to address compositional weaknesses.",experiment1_standardized_source_ideas
R1_IDEA_165,IDEA_165,1,Unknown,"Interpreting the learned features of vision models has posed a longstanding challenge in the field of machine learning. To address this issue, we propose a novel method that leverages the capabilities of large language models (LLMs) to interpret the *learned features* of pre-trained image classifiers. Our method, called TExplain, tackles this task by training a neural network to establish a connection between the feature space.",experiment1_standardized_source_ideas
R1_IDEA_166,IDEA_166,1,Unknown,"Graph Neural Networks (GNNs) have shown remarkable success in learning from graph-structured data. However, their application to directed graphs (digraphs) presents unique challenges, primarily due to the inherent asymmetry in node relationships. Traditional GNNs are adept at capturing unidirectional relations but fall short in encoding the mutual path dependencies between nodes, such as asymmetrical shortest paths typically found in digraphs.",experiment1_standardized_source_ideas
R1_IDEA_167,IDEA_167,1,Unknown,"This paper introduces the first online blending auction mechanism design for sponsored items (ads) alongside organic items (organics), ensuring guaranteed Pareto optimality for platform revenue, advertiser utilities, and user interest (measured through clicks). We innovatively define an umbrella term, ""traffic item,"" to encompass both organics and auctionable ad items, where an organic represents a unit of traffic to be auctioned, valued positively by attracting user.",experiment1_standardized_source_ideas
R1_IDEA_168,IDEA_168,1,Unknown,"Diffusion models have achieved remarkable progress in various domains with an intriguing ability to produce new data that do not exist in the training set. In this work, we study the hypothesis that such creativity arises from the neural network backbone learning a smoothed version of the empirical score function, which guides the denoising dynamics to generate data points that interpolate the training data. Focusing.",experiment1_standardized_source_ideas
R1_IDEA_169,IDEA_169,1,Unknown,"The Private Aggregation of Teacher Ensembles (PATE) framework~ is a versatile approach to privacy-preserving machine learning. In PATE, teacher models are trained on distinct portions of sensitive data, and their predictions are privately aggregated to label new training examples for a student model. Until now, PATE has primarily been explored with classification-like tasks, where each example possesses a ground-truth label, and knowledge transfer to the.",experiment1_standardized_source_ideas
R1_IDEA_170,IDEA_170,1,Unknown,"From the perspective of hypothesis testing, $f$-differential privacy ($f$-DP) as a relaxation of differential privacy (DP) possesses numerous desirable properties, the most prominent of which is its lossless characterization of the composition of DP mechanisms. Within the $f$-DP class, Gaussian differential privacy (GDP), as a canonical family introduced to design Gaussian mechanism, has gained widespread acceptance. However, Gaussian mechanism is not the optimal option for.",experiment1_standardized_source_ideas
R1_IDEA_171,IDEA_171,1,Unknown,"In this paper, we propose , a controllable and consistent 4D character animation framework that enables any individual designer to create dynamic 3D characters (i.e., 4D character animation) from a single reference character image and a 2D pose sequence. We begin by pretraining a powerful 2D character animation model based on a cutting-edge DiT-based image-to-video model, which allows for any 2D pose sequnce as controllable.",experiment1_standardized_source_ideas
R1_IDEA_172,IDEA_172,1,Unknown,"Existing scene text recognition (STR) methods struggle to recognize challenging texts, especially for artistic and severely distorted characters. The limitation lies in the insufficient exploration of character morphologies, including the monotonousness of widely used synthetic training data and the sensitivity of the model to character morphologies. To address these issues, inspired by the human learning process of viewing and summarizing, we facilitate the contrastive learning-based.",experiment1_standardized_source_ideas
R1_IDEA_173,IDEA_173,1,Unknown,"Virtual cell modeling aims to predict cellular responses to perturbations. Existing virtual cell models rely heavily on large-scale single-cell datasets, learning explicit mappings between gene expression and perturbations. Although recent models attempt to incorporate multi-source biological information, their generalization remains constrained by data quality, coverage, and batch effects.",experiment1_standardized_source_ideas
R1_IDEA_174,IDEA_174,1,Unknown,"Generating graphs with hierarchical structures remains a fundamental challenge due to the limitations of Euclidean geometry in capturing exponential complexity. Here we introduce **GGBall**, a novel hyperbolic framework for graph generation that integrates geometric inductive biases with modern generative paradigms. GGBall combines a Hyperbolic Vector-Quantized Autoencoder (HVQVAE) with a Riemannian flow matching prior defined via closed-form geodesics.",experiment1_standardized_source_ideas
R1_IDEA_175,IDEA_175,1,Unknown,"We study off-policy evaluation (OPE) in partially observable environments with complex observations, with the goal of developing estimators whose guarantee avoids exponential dependence on the horizon. While such estimators exist for MDPs and POMDPs can be converted to history-based MDPs, their estimation errors depend on the state-density ratio for MDPs which becomes history ratios after conversion, an exponential object. Recently, Uehara et al.",experiment1_standardized_source_ideas
R1_IDEA_176,IDEA_176,1,Unknown,"Metric differential privacy (mDP) strengthens local differential privacy (LDP) by scaling noise to semantic distance, but many ML systems are consumed under joint observation, where model-agnostic, per-record guarantees can miss leakage from evidence aggregation. We introduce metric-normalized posterior leakage (mPL)—an attacker-aligned, distance-calibrated measure of posterior-odds shift induced by releases—and show that for single or independent releases, uniformly bounding mPL is equivalent to mDP. Under joint.",experiment1_standardized_source_ideas
R1_IDEA_177,IDEA_177,1,Unknown,"Deep learning agents are advancing beyond laboratory settings into the open and realistic environments driven by developments in AI technologies. Since these environments consist of unique sub-environments, empirical recognition of such sub-environments that form the entire environment is essential. Through sub-environment recognition, the agent can 1) retrieve relevant sub-environments for a query, 2) track changes in its circumstances over time and space, and 3) identify.",experiment1_standardized_source_ideas
R1_IDEA_178,IDEA_178,1,Unknown,"Graph neural networks (GNNs) have recently emerged as powerful tools for solving complex optimization problems, often being employed to approximate solution mappings. Empirical evidence shows that even shallow GNNs (with fewer than ten layers) can achieve strong performance in predicting optimal solutions to linear programming (LP) problems. This finding is somewhat counter-intuitive, as LPs are global optimization problems, while shallow GNNs predict based on local.",experiment1_standardized_source_ideas
R1_IDEA_179,IDEA_179,1,Unknown,"The surge in applications of large language models (LLMs) has prompted concerns about the generation of misleading or fabricated information, known as hallucinations. Therefore, detecting hallucinations has become critical to maintaining trust in LLM-generated content. A primary challenge in learning a truthfulness classifier is the lack of a large amount of labeled truthful and hallucinated data.",experiment1_standardized_source_ideas
R1_IDEA_180,IDEA_180,1,Unknown,"Recently,Large Vision-Language Models have achieved strong performance in visual recognition tasks, yet their capacity for 3D spatial reasoning remains limited. Such reasoning is critical for downstream applications, including scene understanding and robotic manipulation, where models must infer not only what objects are but also how they are arranged in space. Specificly,two factors contribute to this limitation: (i) a semantic bias, where object meaning tends to.",experiment1_standardized_source_ideas
R1_IDEA_181,IDEA_181,1,Unknown,"Large Language Models (LLMs) have demonstrated strong reasoning and memorization capabilities via pretraining on massive textual corpora. However, this poses risk of privacy and copyright violations, highlighting the need for efficient machine unlearning methods that remove sensitive data without retraining from scratch. While Gradient Ascent (GA) is commonly used to unlearn by reducing the likelihood of generating unwanted content, it leads to unstable optimization and.",experiment1_standardized_source_ideas
R1_IDEA_182,IDEA_182,1,Unknown,"Learning on graphs is one of the most active research topics in machine learning (ML). Among the key challenges in this field, effectively learning long-range dependencies in graphs has been particularly difficult. It has been observed that, in practice, the performance of many ML approaches, including various types of graph neural networks (GNNs), degrades significantly when the learning task involves long-range dependencies—that is, when the.",experiment1_standardized_source_ideas
R1_IDEA_183,IDEA_183,1,Unknown,"We train models to predict ego-centric video from human actions (PEVA), given the past video and an action represented by the relative 3D body pose. By conditioning on kinematic pose trajectories, structured by the joint hierarchy of the body, our model learns to simulate how physical human actions shape the environment from a first-person point of view. We train an auto-regressive conditional diffusion transformer on.",experiment1_standardized_source_ideas
R1_IDEA_184,IDEA_184,1,Unknown,"Auto-labeling is an important family of techniques that produce labeled training sets with minimum manual annotation. A prominent variant, threshold-based auto-labeling (TBAL), works by finding thresholds on a model's confidence scores above which it can accurately automatically label unlabeled data. However, many models are known to produce overconfident scores, leading to poor TBAL performance.",experiment1_standardized_source_ideas
R1_IDEA_185,IDEA_185,1,Unknown,"Transformers possess a of only $O(1)$, which restricts them to solving primarily reasoning problems of bounded depth. In contrast, recurrent models allow the latent reasoning state $$ to be sequentially updated across arbitrarily many recurrent steps, enabling them to handle tasks that require deep reasoning. Owing to their non-recurrent architecture, Transformer-based large language models (LLMs) struggle on such tasks, performing poorly on domains like chess,.",experiment1_standardized_source_ideas
R1_IDEA_186,IDEA_186,1,Unknown,"The increasing demand for the deployment of LLMs in information-seeking scenarios has spurred efforts in creating verifiable systems, which generate responses to queries along with supporting evidence. In this paper, we explore the attribution capabilities of plan-based models which have been recently shown to improve the faithfulness, grounding, and controllability of generated text. We conceptualize plans as a sequence of questions which serve as blueprints.",experiment1_standardized_source_ideas
R1_IDEA_187,IDEA_187,1,Unknown,"Text watermarking is designed to embed hidden, imperceptible, markers within content generated by large language models (LLMs), with the goal of tracing and verifying the content’s origin to prevent misuse. The robustness of watermarking algorithms has become a key factor in evaluating their effectiveness, but remains an open problem. In this work, we introduce a novel watermark removal attack, the Self-Information Rewrite Attack (SIRA), which.",experiment1_standardized_source_ideas
R1_IDEA_188,IDEA_188,1,Unknown,"Large language models (LLMs) are increasingly deployed for tasks requiring complex reasoning, prompting significant interest in improving their reasoning abilities through post-training. Especially RL based methods using verifiable reward, like the state-of-the-art GRPO, have shown to tremendously improve reasoning behaviors when applied as post-training methods. However, the lack of an explicit reward or critic model limits GRPO's ability to assign fine-grained credit across token sequences.",experiment1_standardized_source_ideas
R1_IDEA_189,IDEA_189,1,Unknown,"Image editing has achieved remarkable progress recently. Modern editing models could already follow complex instructions to manipulate the original content. However, beyond completing the editing instructions, the accompanying physical effects are the key to the generation realism.",experiment1_standardized_source_ideas
R1_IDEA_190,IDEA_190,1,Unknown,"We revisit token mixing in sequence models through a unified, causal linear framework that separates two effects: (i) direct one-step influence of inputs on outputs and (ii) recurrent propagation of information through past outputs. This perspective encompasses major architectures -- including attention, state-space models, and hybrids -- while exposing simple design parameters that govern efficiency and expressivity. We show that every causal linear mixer can.",experiment1_standardized_source_ideas
R1_IDEA_191,IDEA_191,1,Unknown,Data pruning aims to obtain lossless performances with less overall cost. A common approach is to filter out samples that make less contribution to the training. This could lead to gradient expectation bias compared to the original data.,experiment1_standardized_source_ideas
R1_IDEA_192,IDEA_192,1,Unknown,"Detecting objects in 3D space using multiple cameras, known as Multi-Camera 3D Object Detection (MC3D-Det), has gained prominence with the advent of bird's-eye view (BEV) approaches. However, these methods often struggle when faced with unfamiliar testing environments due to the lack of diverse training data encompassing various viewpoints and environments. To address this, we propose a novel method that aligns 3D detection with 2D camera.",experiment1_standardized_source_ideas
R1_IDEA_193,IDEA_193,1,Unknown,"The Transformer has become the de facto standard for modern language models owing to its parallelizable training and effective autoregressive decoding. However, its fixed context window and the quadratic time and memory costs of its self-attention mechanism remain central bottlenecks. These constraints have revived interest in recurrent architectures that scale linearly with sequence length, but at the cost of reduced parallelism.",experiment1_standardized_source_ideas
R1_IDEA_194,IDEA_194,1,Unknown,"Subgraph matching is vital in knowledge graph (KG) question answering, molecule design, scene graph, code and circuit search, etc. Neural methods have shown promising results for subgraph matching. Our study of recent systems suggests refactoring them into a unified design space for graph matching networks.",experiment1_standardized_source_ideas
R1_IDEA_195,IDEA_195,1,Unknown,"Conversational recommender systems (CRS) have emerged as a key enhancement to traditional recommendation systems, offering interactive and explainable recommendations through natural dialogue. Recent advancements in pretrained language models (PLMs) have significantly improved the conversational capabilities of CRS, enabling more fluent and context-aware interactions. However, PLMs still face challenges, including hallucinations—where the generated content can be factually inaccurate—and difficulties in providing precise, entity-specific recommendations.",experiment1_standardized_source_ideas
R1_IDEA_196,IDEA_196,1,Unknown,"Representations learned via self-supervised learning (SSL) can be susceptible to dimensional collapse, where the learned representation subspace is of extremely low dimensionality and thus fails to represent the full data distribution and modalities. Dimensional collapse ––– also known as the ""underfilling"" phenomenon ––– is one of the major causes of degraded performance on downstream tasks. Previous work has investigated the dimensional collapse problem of SSL.",experiment1_standardized_source_ideas
R1_IDEA_197,IDEA_197,1,Unknown,Semi-supervised learning (SSL) for medical image segmentation is put forward to mitigate the scarcity of annotation by leveraging unlabeled data. Recently proposed SSL works focus on designing task-specific models that process different tasks separately. This results in marginal improvement due to inadequate supervision from scarce labels of each single task.,experiment1_standardized_source_ideas
R1_IDEA_198,IDEA_198,1,Unknown,"Curriculum learning has shown promise for enhancing Large Language Models (LLMs) through progressive difficulty management, yet existing approaches suffer from instability issues when applied to reinforcement learning paradigms. Existing curriculum-based RL training exhibits catastrophic performance collapse during difficulty transitions, particularly when models encounter samples beyond their current capabilities. This instability stems from rigid curriculum designs that fail to adapt to individual model characteristics and learning.",experiment1_standardized_source_ideas
R1_IDEA_199,IDEA_199,1,Unknown,"With recent work such as GATO (Reed et al., 2022) we see the development of agents that can accomplish a variety of tasks, and are able to perceive the world and act in multiple observation and action spaces. We would want such agents to exhibit compositional generalization to unseen combinations of observation and action spaces, and adapt quickly to novel observation spaces by transfering knowledge.",experiment1_standardized_source_ideas
R1_IDEA_200,IDEA_200,1,Unknown,"Protein inter-chain contact prediction is a key intelligent biology computation technology for protein multimer function analysis but still suffers from low accuracy. An important problem is that the number of training data cannot meet the requirements of deep-learning-based methods due to the expensive cost of capturing structure information of multimer data. In this paper, we solve this data volume bottleneck in a cheap way, borrowing.",experiment1_standardized_source_ideas
R2_IDEA_001,IDEA_001,2,Unknown,"This paper investigates a critical challenge in modern machine learning: how different probabilistic models withstand low-quality training data. Through a systematic, comparative investigation, we reveal a stark spectrum of robustness. Empirically, we find that autoregressive language models exhibit remarkable resilience against both token-level noise and structural corruption (for GPT-2, test NLL increases modestly from 2.87 to 3.59 despite 50\% corruption).",experiment1_standardized_source_ideas
R2_IDEA_002,IDEA_002,2,Unknown,"Humans are known to reason using logic and abstract categories, and yet most state of the art neural models use continuous distributed representations. These representations offer impressive gradient-based learning capabilities, but it is often difficult to know what symbolic algorithm the network might implicitly be implementing, if any. We find that there are representational geometries that naturally suggest a symbolic structure, which can be expressed.",experiment1_standardized_source_ideas
